"";"tailnum";"year";"type";"manufacturer";"model";"engines";"seats";"speed";"engine"
"225";"N137EV";2009;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"226";"N137HQ";2008;"Fixed wing multi engine";"EMBRAER-EMPRESA BRASILEIRA DE";"ERJ 170-200 LR";2;80;0;"Turbo-fan"
"227";"N138AN";2015;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"228";"N138DU";2020;"Fixed wing multi engine";"AIRBUS CANADA LTD PTNRSP";"BD-500-1A10";2;133;0;"Turbo-fan"
"229";"N138EV";2009;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"230";"N138HQ";2008;"Fixed wing multi engine";"EMBRAER-EMPRESA BRASILEIRA DE";"ERJ 170-200 LR";2;80;0;"Turbo-fan"
"231";"N138SY";2015;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"232";"N13954";2015;"Fixed wing multi engine";"BOEING";"787-9";2;422;0;"Turbo-fan"
"233";"N139AN";2015;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"234";"N139DU";NA;"Fixed wing multi engine";"AIRBUS CANADA LTD PTNRSP";"BD-500-1A10";2;133;0;"Turbo-fan"
"235";"N139SY";2015;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"236";"N14001";2018;"Fixed wing multi engine";"BOEING";"787-10";2;120;0;"Turbo-fan"
"237";"N14011";2019;"Fixed wing multi engine";"BOEING";"787-10";2;120;0;"Turbo-fan"
"238";"N14016";2022;"Fixed wing multi engine";"BOEING";"787-10";2;120;0;"Turbo-fan"
"239";"N14019";2022;"Fixed wing multi engine";"BOEING";"787-10";2;120;0;"Turbo-fan"
"240";"N140AN";2015;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"241";"N140DU";NA;"Fixed wing multi engine";"AIRBUS CANADA LTD PTNRSP";"BD-500-1A10";2;133;0;"Turbo-fan"
"242";"N140SY";2015;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"243";"N14102";1994;"Fixed wing multi engine";"BOEING";"757-224";2;178;0;"Turbo-fan"
"244";"N14106";1994;"Fixed wing multi engine";"BOEING";"757-224";2;178;0;"Turbo-fan"
"245";"N14107";1994;"Fixed wing multi engine";"BOEING";"757-224";2;178;0;"Turbo-fan"
"246";"N14115";1995;"Fixed wing multi engine";"BOEING";"757-224";2;178;0;"Turbo-fan"
"247";"N14118";1997;"Fixed wing multi engine";"BOEING";"757-224";2;178;0;"Turbo-fan"
"248";"N14120";1997;"Fixed wing multi engine";"BOEING";"757-224";2;178;0;"Turbo-fan"
"249";"N141DU";NA;"Fixed wing multi engine";"AIRBUS CANADA LTD PTNRSP";"BD-500-1A10";2;133;0;"Turbo-fan"
"250";"N141NN";2015;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"251";"N141SY";2015;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"252";"N14214";1998;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"253";"N14219";1998;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"254";"N14228";1999;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"255";"N14230";1999;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"256";"N14231";1999;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"257";"N14235";1999;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"258";"N14237";1999;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"259";"N14240";1999;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"260";"N14242";1999;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"261";"N14249";1999;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"262";"N14250";1999;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"263";"N142AN";2015;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"264";"N142DU";2022;"Fixed wing multi engine";"AIRBUS CANADA LTD PTNRSP";"BD-500-1A10";2;133;0;"Turbo-fan"
"265";"N142SY";2015;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"266";"N143AN";2015;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"267";"N143DU";2022;"Fixed wing multi engine";"AIRBUS CANADA LTD PTNRSP";"BD-500-1A10";2;133;0;"Turbo-fan"
"268";"N143SY";2015;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"269";"N144AN";2015;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"270";"N144DU";2022;"Fixed wing multi engine";"AIRBUS CANADA LTD PTNRSP";"BD-500-1A10";2;133;0;"Turbo-fan"
"271";"N144SY";2015;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"272";"N145AN";2015;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"273";"N145DQ";2022;"Fixed wing multi engine";"AIRBUS CANADA LTD PTNRSP";"BD-500-1A10";2;133;0;"Turbo-fan"
"274";"N145SY";2015;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"275";"N146AA";2015;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"276";"N146PQ";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"277";"N146SY";2015;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"278";"N14704";1998;"Fixed wing multi engine";"BOEING";"737-724";2;149;0;"Turbo-fan"
"279";"N14731";1999;"Fixed wing multi engine";"BOEING";"737-724";2;149;0;"Turbo-fan"
"280";"N14735";1999;"Fixed wing multi engine";"BOEING";"737-724";2;149;0;"Turbo-fan"
"281";"N147AA";2015;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"282";"N147PQ";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"283";"N148AN";2015;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"284";"N148SY";2015;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"285";"N149AN";2015;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"286";"N149SY";2015;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"287";"N150NN";2015;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"288";"N150SY";2015;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"289";"N150UW";2013;"Fixed wing multi engine";"AIRBUS";"A321-211";2;199;0;"Turbo-fan"
"290";"N151AN";2015;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"291";"N151SY";2015;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"292";"N151UW";2013;"Fixed wing multi engine";"AIRBUS";"A321-211";2;199;0;"Turbo-fan"
"293";"N152AA";2015;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"294";"N152SY";2016;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"295";"N152UW";2013;"Fixed wing multi engine";"AIRBUS";"A321-211";2;199;0;"Turbo-fan"
"296";"N153AN";2015;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"297";"N153PQ";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"298";"N153SY";2016;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"299";"N153UW";2013;"Fixed wing multi engine";"AIRBUS";"A321-211";2;199;0;"Turbo-fan"
"300";"N154AA";2016;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"301";"N154SY";2016;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"302";"N154UW";2013;"Fixed wing multi engine";"AIRBUS";"A321-211";2;199;0;"Turbo-fan"
"303";"N155NN";2016;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"304";"N155UW";2013;"Fixed wing multi engine";"AIRBUS";"A321-211";2;199;0;"Turbo-fan"
"305";"N156AN";2016;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"306";"N156SY";2016;"Fixed wing multi engine";"EMBRAER";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"307";"N156UW";2013;"Fixed wing multi engine";"AIRBUS";"A321-211";2;199;0;"Turbo-fan"
"308";"N15710";1998;"Fixed wing multi engine";"BOEING";"737-724";2;149;0;"Turbo-fan"
"309";"N15712";1998;"Fixed wing multi engine";"BOEING";"737-724";2;149;0;"Turbo-fan"
"310";"N15751";1999;"Fixed wing multi engine";"BOEING";"737-71Q";2;149;0;"Turbo-fan"
"311";"N157AA";2016;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"312";"N157SY";2016;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"313";"N157UW";2013;"Fixed wing multi engine";"AIRBUS";"A321-211";2;199;0;"Turbo-fan"
"314";"N158AN";2016;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"315";"N15969";2017;"Fixed wing multi engine";"BOEING";"787-9";2;422;0;"Turbo-fan"
"316";"N159AN";2016;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"317";"N16008";2019;"Fixed wing multi engine";"BOEING";"787-10";2;120;0;"Turbo-fan"
"318";"N16009";2019;"Fixed wing multi engine";"BOEING";"787-10";2;120;0;"Turbo-fan"
"319";"N1602";1999;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"320";"N1603";1999;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"321";"N1604R";1999;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"322";"N1605";1999;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"323";"N16065";1999;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"324";"N160AN";2016;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"325";"N160SY";2016;"Fixed wing multi engine";"EMBRAER";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"326";"N161AA";2016;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"327";"N161PQ";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"328";"N161SY";2016;"Fixed wing multi engine";"EMBRAER";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"329";"N161UW";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"330";"N16217";1998;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"331";"N16234";1999;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"332";"N162AA";2016;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"333";"N162PQ";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"334";"N162SY";2016;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"335";"N162UW";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"336";"N163AA";2016;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"337";"N163SY";2016;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"338";"N163US";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"339";"N164NN";2016;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"340";"N164SY";2016;"Fixed wing multi engine";"EMBRAER";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"341";"N165NN";2016;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"342";"N165SY";2016;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"343";"N165US";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"344";"N166NN";2016;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"345";"N166PQ";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"346";"N166SY";2016;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"347";"N16701";1998;"Fixed wing multi engine";"BOEING";"737-724";2;149;0;"Turbo-fan"
"348";"N16703";1998;"Fixed wing multi engine";"BOEING";"737-724";2;149;0;"Turbo-fan"
"349";"N16709";1998;"Fixed wing multi engine";"BOEING";"737-724";2;149;0;"Turbo-fan"
"350";"N16713";1998;"Fixed wing multi engine";"BOEING";"737-724";2;149;0;"Turbo-fan"
"351";"N16732";1999;"Fixed wing multi engine";"BOEING";"737-724";2;149;0;"Turbo-fan"
"352";"N167AN";2016;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"353";"N167SY";2016;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"354";"N167US";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"355";"N168SY";2016;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LR";2;88;0;"Turbo-fan"
"356";"N169DZ";1998;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"357";"N169UW";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"358";"N17002";2018;"Fixed wing multi engine";"BOEING";"787-10";2;120;0;"Turbo-fan"
"359";"N17015";2023;"Fixed wing multi engine";"BOEING";"787-10";2;120;0;"Turbo-fan"
"360";"N17017";2022;"Fixed wing multi engine";"BOEING";"787-10";2;120;0;"Turbo-fan"
"361";"N170PQ";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"362";"N170US";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"363";"N17104";1994;"Fixed wing multi engine";"BOEING";"757-224";2;178;0;"Turbo-fan"
"364";"N17105";1994;"Fixed wing multi engine";"BOEING";"757-224";2;178;0;"Turbo-fan"
"365";"N17122";1997;"Fixed wing multi engine";"BOEING";"757-224";2;178;0;"Turbo-fan"
"366";"N17126";1998;"Fixed wing multi engine";"BOEING";"757-224";2;178;0;"Turbo-fan"
"367";"N17128";1998;"Fixed wing multi engine";"BOEING";"757-224";2;178;0;"Turbo-fan"
"368";"N17133";1998;"Fixed wing multi engine";"BOEING";"757-224";2;178;0;"Turbo-fan"
"369";"N17139";2000;"Fixed wing multi engine";"BOEING";"757-224";2;178;0;"Turbo-fan"
"370";"N171DN";1990;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"371";"N171DZ";1998;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"372";"N171US";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"373";"N17229";1999;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"374";"N17233";1999;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"375";"N17244";1999;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"376";"N17245";1999;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"377";"N17254";2021;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"378";"N17262";2021;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"379";"N17264";2021;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"380";"N17265";2021;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"381";"N17272";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"382";"N17279";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"383";"N17285";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"384";"N17289";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"385";"N17294";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"386";"N17296";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"387";"N172DN";1990;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"388";"N172DZ";1998;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"389";"N172US";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"390";"N17300";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"391";"N17301";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"392";"N17302";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"393";"N17303";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"394";"N17306";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"395";"N17309";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"396";"N17310";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"397";"N17311";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"398";"N17312";2019;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"399";"N17314";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"400";"N17316";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"401";"N17317";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"402";"N17320";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"403";"N17321";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"404";"N17322";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"405";"N17326";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"406";"N17327";NA;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"407";"N17329";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"408";"N17333";NA;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"409";"N173DZ";1998;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"410";"N173US";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"411";"N174DN";1990;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"412";"N174DZ";1998;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"413";"N174US";NA;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"414";"N17529";NA;"Fixed wing multi engine";"BOEING";"737-9";2;48;0;"Turbo-fan"
"415";"N17550";NA;"Fixed wing multi engine";"BOEING";"737-9";2;48;0;"Turbo-fan"
"416";"N175DN";1990;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"417";"N175DZ";1999;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"418";"N176DN";1990;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"419";"N176DZ";1999;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"420";"N176PQ";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"421";"N176UW";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"422";"N17719";1999;"Fixed wing multi engine";"BOEING";"737-724";2;149;0;"Turbo-fan"
"423";"N17730";1999;"Fixed wing multi engine";"BOEING";"737-724";2;149;0;"Turbo-fan"
"424";"N17752";1999;"Fixed wing multi engine";"BOEING";"737-71Q";2;149;0;"Turbo-fan"
"425";"N17753";2002;"Fixed wing multi engine";"BOEING";"737-7V3";2;149;0;"Turbo-fan"
"426";"N177DN";1991;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"427";"N177DZ";1999;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"428";"N177US";NA;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"429";"N177XF";2006;"Fixed wing multi engine";"AIRBUS";"A319-112";2;100;0;"Turbo-fan"
"430";"N178DN";1991;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"431";"N178DZ";2000;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"432";"N178US";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"433";"N17963";2016;"Fixed wing multi engine";"BOEING";"787-9";2;422;0;"Turbo-fan"
"434";"N179DN";1991;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"435";"N179UW";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"436";"N1801U";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"437";"N1802U";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"438";"N1803U";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"439";"N1804U";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"440";"N1805U";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"441";"N1806U";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"442";"N1807U";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"443";"N1808U";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"444";"N1809U";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"445";"N180DN";1992;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"446";"N180US";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"447";"N1810U";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"448";"N18112";1995;"Fixed wing multi engine";"BOEING";"757-224";2;178;0;"Turbo-fan"
"449";"N18119";1997;"Fixed wing multi engine";"BOEING";"757-224";2;178;0;"Turbo-fan"
"450";"N1811U";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"451";"N181DN";1992;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"452";"N181GJ";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"453";"N181PQ";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"454";"N181UW";NA;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"455";"N18220";1998;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"456";"N18223";1998;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"457";"N18243";1999;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"458";"N182DN";1992;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"459";"N182GJ";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"460";"N182UW";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"461";"N183DN";1993;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"462";"N183GJ";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"463";"N183UW";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"464";"N184DN";1993;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"465";"N184GJ";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"466";"N184JB";2005;"Fixed wing multi engine";"EMBRAER";"ERJ 190-100 IGW";2;20;0;"Turbo-fan"
"467";"N184US";2002;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"468";"N185DN";1995;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"469";"N185UW";2002;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-211";2;199;0;"Turbo-jet"
"470";"N186DN";1995;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"471";"N186GJ";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"472";"N186PQ";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"473";"N186US";2002;"Fixed wing multi engine";"AIRBUS";"A321-211";2;199;0;"Turbo-fan"
"474";"N187DN";1996;"Fixed wing multi engine";"BOEING";"767-332";2;330;0;"Turbo-fan"
"475";"N187GJ";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"476";"N187JB";2005;"Fixed wing multi engine";"EMBRAER";"ERJ 190-100 IGW";2;20;0;"Turbo-fan"
"477";"N187PQ";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
